window_size,hash,ham_distance,similarity,error,blast_output,bitscore,eValue
3,Boost,24,62.5,34.260000,28.24,78.2,0.000000000004
3,Boost,24,62.5,34.260000,28.24,78.2,0.000000000004
3,Boost,24,62.5,34.260000,28.24,78.2,0.000000000004
3,Boost,24,62.5,34.260000,28.24,78.2,0.000000000004
3,Boost,27,57.8125,33.912500,23.9,78.2,0.000000000004
3,Boost,28,56.25,32.040000,24.21,77.8,0.000000000004
3,Boost,27,57.8125,34.412500,23.4,78.2,0.000000000004
3,Boost,29,54.6875,32.247500,22.44,77.8,0.000000000004
3,Boost,27,57.8125,25.612500,32.2,75.5,0.000000000004
3,Boost,21,67.1875,35.847500,31.34,78.2,0.000000000004
3,Boost,37,42.1875,19.217500,22.97,78.2,0.000000000004
3,Boost,26,59.375,28.165000,31.21,75.1,0.000000000004
3,Boost,22,65.625,42.625000,23,77.8,0.000000000004
3,Boost,22,65.625,42.625000,23,77.8,0.000000000004
3,Boost,29,54.6875,29.857500,24.83,78.2,0.000000000004
3,Boost,32,50.0,27.630000,22.37,77.8,0.000000000004
3,Boost,24,62.5,38.260000,24.24,78.2,0.000000000004
3,Boost,25,60.9375,39.627500,21.31,77.8,0.000000000004
3,Boost,26,59.375,34.445000,24.93,77.8,0.000000000004
3,Boost,31,51.5625,25.932500,25.63,77.8,0.000000000004
3,Boost,31,51.5625,25.932500,25.63,77.8,0.000000000004
3,Boost,34,46.875,3.895000,50.77,72.4,0.000000000004
3,Boost,23,64.0625,40.882500,23.18,77.8,0.000000000004
3,Boost,25,60.9375,37.167500,23.77,78.2,0.000000000004
3,Boost,33,48.4375,14.277500,34.16,77.4,0.000000000004
3,Boost,30,53.125,27.765000,25.36,78.2,0.000000000004
3,Boost,28,56.25,31.870000,24.38,78.2,0.000000000004
3,Boost,29,54.6875,28.917500,25.77,78.2,0.000000000004
3,Boost,34,46.875,24.575000,22.3,78.2,0.000000000004
3,Boost,28,56.25,34.920000,21.33,77.8,0.000000000004
3,Boost,24,62.5,36.460000,26.04,78.2,0.000000000004
3,Boost,26,59.375,30.195000,29.18,78.2,0.000000000004
3,Boost,27,57.8125,33.522500,24.29,78.6,0.000000000004
3,Boost,27,57.8125,33.742500,24.07,77.8,0.000000000004
3,Boost,24,62.5,38.190000,24.31,77.8,0.000000000004
3,Boost,31,51.5625,26.452500,25.11,78.2,0.000000000004
3,Boost,31,51.5625,26.452500,25.11,78.2,0.000000000004
3,Boost,29,54.6875,29.427500,25.26,77.8,0.000000000004
3,Boost,29,54.6875,29.427500,25.26,77.8,0.000000000004
3,Boost,30,53.125,21.905000,31.22,77.8,0.000000000004
3,Boost,30,53.125,21.905000,31.22,77.8,0.000000000004
3,Boost,26,59.375,37.545000,21.83,77.8,0.000000000004
3,Boost,30,53.125,25.155000,27.97,77.4,0.000000000004
3,Boost,32,50.0,25.880000,24.12,78.2,0.000000000004
3,Boost,33,48.4375,23.257500,25.18,78.2,0.000000000004
3,Boost,32,50.0,24.360000,25.64,77.8,0.000000000004
3,Boost,30,53.125,29.775000,23.35,78.2,0.000000000004
3,Boost,25,60.9375,38.067500,22.87,78.2,0.000000000004
3,Boost,31,51.5625,26.772500,24.79,78.2,0.000000000004
3,Boost,28,56.25,34.240000,22.01,77.8,0.000000000004
3,Boost,27,57.8125,32.942500,24.87,77.8,0.000000000004
3,Boost,27,57.8125,34.972500,22.84,77.8,0.000000000004
3,Boost,29,54.6875,29.997500,24.69,78.2,0.000000000004
3,Boost,26,59.375,32.605000,26.77,77.8,0.000000000004
3,Boost,26,59.375,37.205000,22.17,78.2,0.000000000005
3,Boost,29,54.6875,31.037500,23.65,78.2,0.000000000005
3,Boost,29,54.6875,31.037500,23.65,78.2,0.000000000005
3,Boost,34,46.875,24.445000,22.43,77.8,0.000000000005
3,Boost,20,68.75,40.860000,27.89,77.8,0.000000000005
3,Boost,36,43.75,12.470000,31.28,75.5,0.000000000005
3,Boost,31,51.5625,26.152500,25.41,75.5,0.000000000005
3,Boost,24,62.5,38.590000,23.91,77.8,0.000000000005
3,Boost,25,60.9375,31.577500,29.36,78.2,0.000000000005
3,Boost,25,60.9375,31.577500,29.36,78.2,0.000000000005
3,Boost,25,60.9375,39.247500,21.69,78.2,0.000000000005
3,Boost,25,60.9375,35.177500,25.76,77.8,0.000000000005
3,Boost,30,53.125,29.225000,23.9,77.8,0.000000000005
3,Boost,30,53.125,29.225000,23.9,77.8,0.000000000005
3,Boost,27,57.8125,32.462500,25.35,77.8,0.000000000005
3,Boost,31,51.5625,23.622500,27.94,77.8,0.000000000005
3,Boost,24,62.5,39.090000,23.41,77.8,0.000000000005
3,Boost,25,60.9375,37.877500,23.06,77.8,0.000000000005
3,Boost,28,56.25,26.860000,29.39,77.8,0.000000000005
3,Boost,24,62.5,38.900000,23.6,77.8,0.000000000005
3,Boost,30,53.125,23.885000,29.24,77.8,0.000000000005
3,Boost,22,65.625,42.065000,23.56,77.8,0.000000000005
3,Boost,31,51.5625,27.012500,24.55,78.2,0.000000000005
3,Boost,22,65.625,34.495000,31.13,77.8,0.000000000005
3,Boost,34,46.875,21.125000,25.75,77.8,0.000000000005
3,Boost,30,53.125,28.775000,24.35,77.8,0.000000000005
3,Boost,27,57.8125,34.732500,23.08,77.8,0.000000000005
3,Boost,28,56.25,28.390000,27.86,77.8,0.000000000005
3,Boost,30,53.125,30.155000,22.97,78.2,0.000000000005
3,Boost,30,53.125,22.135000,30.99,77,0.000000000005
3,Boost,29,54.6875,29.497500,25.19,77.8,0.000000000005
3,Boost,38,40.625,17.545000,23.08,77.8,0.000000000005
3,Boost,24,62.5,38.280000,24.22,77.8,0.000000000005
3,Boost,33,48.4375,25.777500,22.66,77.8,0.000000000005
3,Boost,31,51.5625,18.072500,33.49,77.8,0.000000000005
3,Boost,29,54.6875,27.237500,27.45,77.8,0.000000000005
3,Boost,24,62.5,37.770000,24.73,77.8,0.000000000005
3,Boost,23,64.0625,40.532500,23.53,77.8,0.000000000005
3,Boost,25,60.9375,37.497500,23.44,77.8,0.000000000005
3,Boost,23,64.0625,32.702500,31.36,77.8,0.000000000005
3,Boost,28,56.25,24.160000,32.09,77.8,0.000000000005
3,Boost,32,50.0,25.290000,24.71,77.8,0.000000000005
3,Boost,25,60.9375,39.377500,21.56,78.2,0.000000000005
3,Boost,29,54.6875,31.207500,23.48,77.8,0.000000000005
3,Boost,34,46.875,20.235000,26.64,77.8,0.000000000005
3,Boost,26,59.375,33.695000,25.68,77.4,0.000000000005
3,Boost,26,59.375,37.175000,22.2,78.2,0.000000000005
3,Boost,27,57.8125,33.692500,24.12,77.8,0.000000000005
3,Boost,24,62.5,30.890000,31.61,77.8,0.000000000005
3,Boost,32,50.0,26.850000,23.15,77.8,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,31.747500,22.94,77.8,0.000000000005
3,Boost,33,48.4375,24.857500,23.58,77.8,0.000000000005
3,Boost,34,46.875,23.425000,23.45,77.8,0.000000000005
3,Boost,30,53.125,29.125000,24,77.8,0.000000000005
3,Boost,28,56.25,27.430000,28.82,77.8,0.000000000005
3,Boost,27,57.8125,33.402500,24.41,77.8,0.000000000005
3,Boost,35,45.3125,21.322500,23.99,77.8,0.000000000005
3,Boost,28,56.25,33.410000,22.84,77.8,0.000000000005
3,Boost,29,54.6875,30.477500,24.21,77.8,0.000000000005
3,Boost,32,50.0,26.640000,23.36,78.2,0.000000000005
3,Boost,32,50.0,26.640000,23.36,78.2,0.000000000005
3,Boost,27,57.8125,33.572500,24.24,77.8,0.000000000005
3,Boost,33,48.4375,17.157500,31.28,77.8,0.000000000005
3,Boost,27,57.8125,28.662500,29.15,77.8,0.000000000005
3,Boost,26,59.375,29.235000,30.14,74.7,0.000000000005
3,Boost,36,43.75,14.780000,28.97,75.5,0.000000000005
3,Boost,32,50.0,23.580000,26.42,77.4,0.000000000005
3,Boost,32,50.0,24.430000,25.57,77.8,0.000000000005
3,Boost,27,57.8125,34.972500,22.84,77.8,0.000000000005
3,Boost,29,54.6875,30.977500,23.71,77.8,0.000000000005
3,Boost,34,46.875,22.725000,24.15,77.8,0.000000000005
3,Boost,28,56.25,22.450000,33.8,77.8,0.000000000005
3,Boost,24,62.5,34.440000,28.06,77.8,0.000000000005
3,Boost,22,65.625,37.055000,28.57,77.8,0.000000000005
3,Boost,27,57.8125,26.602500,31.21,77.8,0.000000000005
3,Boost,28,56.25,27.970000,28.28,77.8,0.000000000005
3,Boost,26,59.375,31.185000,28.19,77,0.000000000005
3,Boost,31,51.5625,16.562500,35,73.9,0.000000000005
3,Boost,31,51.5625,25.682500,25.88,77.8,0.000000000005
3,Boost,29,54.6875,26.407500,28.28,77.8,0.000000000005
3,Boost,29,54.6875,29.627500,25.06,77.8,0.000000000005
3,Boost,24,62.5,39.140000,23.36,77.8,0.000000000005
3,Boost,34,46.875,21.395000,25.48,77.8,0.000000000005
3,Boost,27,57.8125,34.542500,23.27,77.8,0.000000000005
3,Boost,29,54.6875,22.927500,31.76,77.8,0.000000000005
3,Boost,29,54.6875,31.477500,23.21,77.8,0.000000000005
3,Boost,27,57.8125,31.992500,25.82,77.8,0.000000000005
3,Boost,27,57.8125,31.992500,25.82,77.8,0.000000000005
3,Boost,27,57.8125,31.992500,25.82,77.8,0.000000000005
3,Boost,27,57.8125,31.992500,25.82,77.8,0.000000000005
3,Boost,33,48.4375,23.827500,24.61,77.8,0.000000000005
3,Boost,23,64.0625,31.882500,32.18,77.4,0.000000000005
3,Boost,32,50.0,25.810000,24.19,77.8,0.000000000005
3,Boost,23,64.0625,41.352500,22.71,77.8,0.000000000005
3,Boost,22,65.625,42.035000,23.59,77.4,0.000000000005
3,Boost,32,50.0,27.180000,22.82,77.8,0.000000000005
3,Boost,27,57.8125,33.762500,24.05,77.8,0.000000000005
3,Boost,26,59.375,24.235000,35.14,74.7,0.000000000005
3,Boost,29,54.6875,20.237500,34.45,74.3,0.000000000005
3,Boost,24,62.5,37.310000,25.19,75.5,0.000000000005
3,Boost,20,68.75,37.620000,31.13,77.8,0.000000000005
3,Boost,21,67.1875,40.737500,26.45,77.4,0.000000000005
3,Boost,22,65.625,41.015000,24.61,77.4,0.000000000005
3,Boost,28,56.25,33.930000,22.32,77.8,0.000000000005
3,Boost,27,57.8125,29.912500,27.9,77.8,0.000000000005
3,Boost,26,59.375,37.535000,21.84,77.8,0.000000000005
3,Boost,29,54.6875,33.027500,21.66,77.8,0.000000000005
3,Boost,22,65.625,43.655000,21.97,78.6,0.000000000005
3,Boost,32,50.0,27.200000,22.8,77.8,0.000000000005
3,Boost,27,57.8125,34.942500,22.87,77.8,0.000000000005
3,Boost,29,54.6875,32.047500,22.64,77.8,0.000000000005
3,Boost,23,64.0625,37.612500,26.45,77.8,0.000000000005
3,Boost,33,48.4375,20.527500,27.91,78.6,0.000000000005
3,Boost,32,50.0,28.380000,21.62,77.8,0.000000000005
3,Boost,28,56.25,32.270000,23.98,77.8,0.000000000005
3,Boost,31,51.5625,18.232500,33.33,75.1,0.000000000005
3,Boost,23,64.0625,35.942500,28.12,77.4,0.000000000005
3,Boost,27,57.8125,28.322500,29.49,77.8,0.000000000005
3,Boost,27,57.8125,28.322500,29.49,77.8,0.000000000005
3,Boost,24,62.5,38.570000,23.93,77.8,0.000000000005
3,Boost,26,59.375,29.575000,29.8,76.6,0.000000000005
3,Boost,32,50.0,25.410000,24.59,77.4,0.000000000005
3,Boost,38,40.625,14.795000,25.83,77.8,0.000000000005
3,Boost,29,54.6875,30.647500,24.04,78.6,0.000000000005
3,Boost,20,68.75,37.620000,31.13,77.8,0.000000000005
3,Boost,31,51.5625,27.832500,23.73,77.8,0.000000000005
3,Boost,25,60.9375,35.937500,25,77.8,0.000000000005
3,Boost,23,64.0625,34.022500,30.04,77.8,0.000000000005
3,Boost,24,62.5,31.370000,31.13,77.8,0.000000000005
3,Boost,24,62.5,31.370000,31.13,77.8,0.000000000005
3,Boost,24,62.5,31.370000,31.13,77.8,0.000000000005
3,Boost,24,62.5,31.370000,31.13,77.8,0.000000000005
3,Boost,31,51.5625,28.172500,23.39,78.2,0.000000000005
3,Boost,29,54.6875,28.997500,25.69,77.8,0.000000000005
3,Boost,29,54.6875,28.997500,25.69,77.8,0.000000000005
3,Boost,24,62.5,35.200000,27.3,77.8,0.000000000005
3,Boost,24,62.5,35.200000,27.3,77.8,0.000000000005
3,Boost,30,53.125,30.225000,22.9,78.6,0.000000000005
3,Boost,28,56.25,25.120000,31.13,77.4,0.000000000005
3,Boost,32,50.0,26.250000,23.75,77.8,0.000000000005
3,Boost,28,56.25,31.250000,25,77.8,0.000000000005
3,Boost,33,48.4375,17.137500,31.3,73.6,0.000000000005
3,Boost,29,54.6875,29.237500,25.45,77.8,0.000000000005
3,Boost,26,59.375,36.315000,23.06,77.8,0.000000000005
3,Boost,26,59.375,36.315000,23.06,77.8,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,23.557500,31.13,77.4,0.000000000005
3,Boost,29,54.6875,29.687500,25,77.8,0.000000000005
3,Boost,25,60.9375,35.877500,25.06,77.8,0.000000000005
3,Boost,28,56.25,27.610000,28.64,77.8,0.000000000005
3,Boost,30,53.125,30.205000,22.92,77.8,0.000000000005
3,Boost,29,54.6875,26.407500,28.28,77.8,0.000000000005
3,Boost,24,62.5,39.000000,23.5,77.8,0.000000000005
3,Boost,30,53.125,29.965000,23.16,77.8,0.000000000005
3,Boost,30,53.125,29.965000,23.16,77.8,0.000000000005
3,Boost,30,53.125,29.965000,23.16,77.8,0.000000000005
3,Boost,25,60.9375,33.887500,27.05,75.1,0.000000000005
3,Boost,24,62.5,39.250000,23.25,77.8,0.000000000005
3,Boost,26,59.375,39.375000,20,77.8,0.000000000005
3,Boost,31,51.5625,23.782500,27.78,77.8,0.000000000005
3,Boost,28,56.25,32.050000,24.2,77.8,0.000000000005
3,Boost,27,57.8125,32.982500,24.83,77.8,0.000000000005
3,Boost,24,62.5,29.830000,32.67,77.8,0.000000000005
3,Boost,24,62.5,29.830000,32.67,77.8,0.000000000005
3,Boost,40,37.5,9.910000,27.59,76.3,0.000000000005
3,Boost,24,62.5,29.910000,32.59,77.4,0.000000000005
3,Boost,27,57.8125,35.272500,22.54,77.8,0.000000000005
3,Boost,32,50.0,24.490000,25.51,78.6,0.000000000005
3,Boost,24,62.5,40.160000,22.34,77.8,0.000000000005
3,Boost,24,62.5,40.160000,22.34,77.8,0.000000000005
3,Boost,25,60.9375,37.657500,23.28,77.8,0.000000000005
3,Boost,24,62.5,38.190000,24.31,77.8,0.000000000005
3,Boost,30,53.125,28.665000,24.46,77.4,0.000000000005
3,Boost,33,48.4375,24.287500,24.15,77.4,0.000000000005
3,Boost,32,50.0,24.940000,25.06,77.4,0.000000000005
3,Boost,29,54.6875,31.047500,23.64,77.8,0.000000000005
3,Boost,29,54.6875,25.607500,29.08,77.8,0.000000000005
3,Boost,27,57.8125,35.262500,22.55,77.8,0.000000000005
3,Boost,32,50.0,25.690000,24.31,77.8,0.000000000005
3,Boost,22,65.625,42.265000,23.36,77.8,0.000000000005
3,Boost,21,67.1875,43.507500,23.68,77.8,0.000000000005
3,Boost,26,59.375,28.245000,31.13,77.8,0.000000000005
3,Boost,34,46.875,12.255000,34.62,77.8,0.000000000005
3,Boost,26,59.375,36.705000,22.67,77.8,0.000000000005
3,Boost,29,54.6875,31.397500,23.29,77.8,0.000000000005
3,Boost,33,48.4375,25.487500,22.95,77.8,0.000000000005
3,Boost,22,65.625,40.215000,25.41,78.2,0.000000000005
3,Boost,36,43.75,17.740000,26.01,77.4,0.000000000005
3,Boost,25,60.9375,34.517500,26.42,75.5,0.000000000005
3,Boost,25,60.9375,31.577500,29.36,77.8,0.000000000005
3,Boost,30,53.125,28.915000,24.21,77.8,0.000000000005
3,Boost,30,53.125,28.915000,24.21,77.8,0.000000000005
3,Boost,30,53.125,28.915000,24.21,77.8,0.000000000005
3,Boost,24,62.5,31.370000,31.13,77.4,0.000000000005
3,Boost,23,64.0625,39.282500,24.78,77.8,0.000000000005
3,Boost,27,57.8125,30.122500,27.69,77.8,0.000000000005
3,Boost,29,54.6875,30.577500,24.11,77.4,0.000000000005
3,Boost,24,62.5,32.460000,30.04,77.8,0.000000000005
3,Boost,28,56.25,33.480000,22.77,77.8,0.000000000005
3,Boost,28,56.25,33.480000,22.77,77.8,0.000000000005
3,Boost,29,54.6875,27.947500,26.74,77.4,0.000000000005
3,Boost,24,62.5,34.990000,27.51,77.8,0.000000000005
3,Boost,31,51.5625,26.122500,25.44,77.4,0.000000000005
3,Boost,36,43.75,20.390000,23.36,77.4,0.000000000005
3,Boost,29,54.6875,31.087500,23.6,77.8,0.000000000005
3,Boost,33,48.4375,22.267500,26.17,77.8,0.000000000005
3,Boost,25,60.9375,37.217500,23.72,77.8,0.000000000005
3,Boost,27,57.8125,35.862500,21.95,77.8,0.000000000005
3,Boost,24,62.5,32.460000,30.04,77.8,0.000000000005
3,Boost,31,51.5625,23.502500,28.06,77.8,0.000000000005
3,Boost,22,65.625,36.685000,28.94,77.8,0.000000000005
3,Boost,22,65.625,36.685000,28.94,77.8,0.000000000005
3,Boost,24,62.5,40.100000,22.4,77.4,0.000000000005
3,Boost,22,65.625,34.495000,31.13,77.8,0.000000000005
3,Boost,24,62.5,38.740000,23.76,77.8,0.000000000005
3,Boost,29,54.6875,29.897500,24.79,77.8,0.000000000005
3,Boost,30,53.125,28.975000,24.15,77.4,0.000000000005
3,Boost,30,53.125,29.115000,24.01,76.6,0.000000000006
3,Boost,30,53.125,23.755000,29.37,77.8,0.000000000006
3,Boost,20,68.75,46.380000,22.37,77.8,0.000000000006
3,Boost,22,65.625,35.585000,30.04,77.8,0.000000000006
3,Boost,31,51.5625,25.212500,26.35,77.8,0.000000000006
3,Boost,28,56.25,31.310000,24.94,77.8,0.000000000006
3,Boost,34,46.875,23.765000,23.11,77.8,0.000000000006
3,Boost,20,68.75,39.080000,29.67,77.4,0.000000000006
3,Boost,29,54.6875,25.317500,29.37,77.8,0.000000000006
3,Boost,21,67.1875,42.127500,25.06,77.8,0.000000000006
3,Boost,27,57.8125,28.882500,28.93,77.8,0.000000000006
3,Boost,32,50.0,27.630000,22.37,77.8,0.000000000006
3,Boost,21,67.1875,42.887500,24.3,77.8,0.000000000006
3,Boost,28,56.25,26.670000,29.58,77.8,0.000000000006
3,Boost,37,42.1875,13.137500,29.05,74.7,0.000000000006
3,Boost,28,56.25,34.200000,22.05,77.4,0.000000000006
3,Boost,33,48.4375,23.697500,24.74,77.8,0.000000000006
3,Boost,28,56.25,31.860000,24.39,77.4,0.000000000006
3,Boost,22,65.625,38.085000,27.54,77.8,0.000000000006
3,Boost,30,53.125,25.435000,27.69,77.8,0.000000000006
3,Boost,26,59.375,28.995000,30.38,77,0.000000000006
3,Boost,30,53.125,21.455000,31.67,77.4,0.000000000006
3,Boost,30,53.125,21.455000,31.67,77.4,0.000000000006
3,Boost,30,53.125,21.455000,31.67,77.4,0.000000000006
3,Boost,30,53.125,28.285000,24.84,77.4,0.000000000006
3,Boost,28,56.25,32.490000,23.76,77.8,0.000000000006
3,Boost,28,56.25,32.490000,23.76,77.8,0.000000000006
3,Boost,24,62.5,37.810000,24.69,77.8,0.000000000006
3,Boost,29,54.6875,32.177500,22.51,77.8,0.000000000006
3,Boost,23,64.0625,31.272500,32.79,77.4,0.000000000006
3,Boost,25,60.9375,37.337500,23.6,77.8,0.000000000006
3,Boost,26,59.375,34.235000,25.14,77.8,0.000000000006
3,Boost,26,59.375,34.235000,25.14,77.8,0.000000000006
3,Boost,26,59.375,35.715000,23.66,77.8,0.000000000006
3,Boost,31,51.5625,28.582500,22.98,77.4,0.000000000006
3,Boost,26,59.375,33.705000,25.67,77.4,0.000000000006
3,Boost,30,53.125,29.775000,23.35,77.8,0.000000000006
3,Boost,22,65.625,42.435000,23.19,77.8,0.000000000006
3,Boost,28,56.25,31.540000,24.71,78.6,0.000000000006
3,Boost,23,64.0625,35.952500,28.11,77.8,0.000000000006
3,Boost,30,53.125,31.295000,21.83,77.8,0.000000000006
3,Boost,37,42.1875,15.947500,26.24,77.8,0.000000000006
3,Boost,29,54.6875,25.317500,29.37,77.4,0.000000000006
3,Boost,24,62.5,37.500000,25,77.8,0.000000000006
3,Boost,18,71.875,47.865000,24.01,77.4,0.000000000006
3,Boost,24,62.5,37.730000,24.77,77.4,0.000000000006
3,Boost,29,54.6875,25.477500,29.21,77.4,0.000000000006
3,Boost,29,54.6875,25.477500,29.21,77.4,0.000000000006
3,Boost,34,46.875,24.345000,22.53,77.8,0.000000000006
3,Boost,27,57.8125,25.022500,32.79,77.4,0.000000000006
3,Boost,21,67.1875,44.477500,22.71,77.8,0.000000000006
3,Boost,30,53.125,23.335000,29.79,77.4,0.000000000006
3,Boost,29,54.6875,32.717500,21.97,77.4,0.000000000006
3,Boost,25,60.9375,35.347500,25.59,77.4,0.000000000006
3,Boost,30,53.125,22.165000,30.96,77,0.000000000006
3,Boost,31,51.5625,24.952500,26.61,76.3,0.000000000006
3,Boost,35,45.3125,20.382500,24.93,76.6,0.000000000006
3,Boost,30,53.125,22.795000,30.33,77.4,0.000000000006
3,Boost,25,60.9375,38.597500,22.34,77.4,0.000000000006
3,Boost,32,50.0,27.780000,22.22,77.8,0.000000000006
3,Boost,32,50.0,27.780000,22.22,77.8,0.000000000006
3,Boost,32,50.0,27.780000,22.22,77.8,0.000000000006
3,Boost,24,62.5,40.280000,22.22,77.8,0.000000000006
3,Boost,38,40.625,14.195000,26.43,77.4,0.000000000006
3,Boost,27,57.8125,35.462500,22.35,77.8,0.000000000006
3,Boost,25,60.9375,37.047500,23.89,77.4,0.000000000006
3,Boost,36,43.75,21.040000,22.71,77.4,0.000000000006
3,Boost,31,51.5625,24.812500,26.75,77.4,0.000000000006
3,Boost,27,57.8125,34.432500,23.38,77.4,0.000000000006
3,Boost,30,53.125,28.655000,24.47,77.4,0.000000000006
3,Boost,30,53.125,27.505000,25.62,77.8,0.000000000006
3,Boost,30,53.125,27.505000,25.62,77.8,0.000000000006
3,Boost,23,64.0625,37.922500,26.14,77.4,0.000000000006
3,Boost,31,51.5625,28.572500,22.99,77.4,0.000000000006
3,Boost,30,53.125,25.065000,28.06,77.8,0.000000000006
3,Boost,27,57.8125,30.292500,27.52,77.8,0.000000000006
3,Boost,34,46.875,20.355000,26.52,77.4,0.000000000006
3,Boost,30,53.125,17.875000,35.25,77.8,0.000000000006
3,Boost,30,53.125,22.245000,30.88,77.4,0.000000000006
3,Boost,23,64.0625,35.302500,28.76,77.4,0.000000000006
3,Boost,22,65.625,42.365000,23.26,77.8,0.000000000006
3,Boost,32,50.0,17.160000,32.84,77.8,0.000000000006
3,Boost,29,54.6875,26.637500,28.05,77,0.000000000006
3,Boost,20,68.75,37.620000,31.13,77.8,0.000000000006
3,Boost,20,68.75,37.620000,31.13,77.8,0.000000000006
3,Boost,20,68.75,45.390000,23.36,77.8,0.000000000006
3,Boost,20,68.75,45.390000,23.36,77.8,0.000000000006
3,Boost,23,64.0625,42.202500,21.86,77.4,0.000000000006
3,Boost,31,51.5625,28.672500,22.89,77.4,0.000000000006
3,Boost,31,51.5625,23.492500,28.07,77.4,0.000000000006
3,Boost,31,51.5625,19.742500,31.82,77.4,0.000000000006
3,Boost,17,73.4375,48.797500,24.64,77.8,0.000000000006
3,Boost,32,50.0,18.830000,31.17,77.4,0.000000000006
3,Boost,28,56.25,25.320000,30.93,77.8,0.000000000006
3,Boost,28,56.25,25.320000,30.93,77.8,0.000000000006
3,Boost,28,56.25,25.320000,30.93,77.8,0.000000000006
3,Boost,29,54.6875,30.687500,24,77.8,0.000000000006
3,Boost,30,53.125,25.585000,27.54,77.4,0.000000000006
3,Boost,36,43.75,18.330000,25.42,77.4,0.000000000006
3,Boost,30,53.125,28.285000,24.84,77.4,0.000000000006
3,Boost,30,53.125,28.285000,24.84,77.4,0.000000000006
3,Boost,25,60.9375,36.427500,24.51,77.4,0.000000000006
3,Boost,29,54.6875,23.757500,30.93,77.8,0.000000000006
3,Boost,30,53.125,23.975000,29.15,77.4,0.000000000006
3,Boost,22,65.625,34.495000,31.13,77.4,0.000000000006
3,Boost,25,60.9375,38.087500,22.85,77.4,0.000000000006
3,Boost,25,60.9375,38.087500,22.85,77.4,0.000000000006
3,Boost,28,56.25,29.060000,27.19,77.4,0.000000000006
3,Boost,30,53.125,28.125000,25,77.4,0.000000000006
3,Boost,33,48.4375,26.347500,22.09,77.4,0.000000000006
3,Boost,33,48.4375,26.347500,22.09,77.4,0.000000000006
3,Boost,30,53.125,23.335000,29.79,77.4,0.000000000006
3,Boost,31,51.5625,27.672500,23.89,77.4,0.000000000006
3,Boost,26,59.375,29.315000,30.06,77.4,0.000000000006
3,Boost,35,45.3125,21.022500,24.29,77.4,0.000000000006
3,Boost,27,57.8125,32.132500,25.68,75.1,0.000000000006
3,Boost,32,50.0,20.050000,29.95,77.8,0.000000000006
3,Boost,25,60.9375,33.427500,27.51,77.4,0.000000000006
3,Boost,22,65.625,35.625000,30,77.4,0.000000000006
3,Boost,24,62.5,33.060000,29.44,77.4,0.000000000006
3,Boost,31,51.5625,29.242500,22.32,77.4,0.000000000006
3,Boost,24,62.5,40.360000,22.14,77.4,0.000000000006
3,Boost,23,64.0625,36.532500,27.53,75.5,0.000000000006
3,Boost,24,62.5,41.150000,21.35,77.8,0.000000000006
3,Boost,23,64.0625,32.932500,31.13,77.4,0.000000000006
3,Boost,26,59.375,35.515000,23.86,77.4,0.000000000006
3,Boost,32,50.0,27.390000,22.61,77.4,0.000000000006
3,Boost,28,56.25,33.150000,23.1,77.4,0.000000000006
3,Boost,26,59.375,32.605000,26.77,77,0.000000000006
3,Boost,28,56.25,31.080000,25.17,77.8,0.000000000006
3,Boost,24,62.5,30.830000,31.67,77.4,0.000000000006
3,Boost,24,62.5,30.830000,31.67,77.4,0.000000000006
3,Boost,24,62.5,30.830000,31.67,77.4,0.000000000006
3,Boost,24,62.5,30.830000,31.67,77.4,0.000000000006
3,Boost,24,62.5,30.830000,31.67,77.4,0.000000000006
3,Boost,25,60.9375,36.377500,24.56,77.8,0.000000000006
3,Boost,25,60.9375,36.377500,24.56,77.8,0.000000000006
3,Boost,27,57.8125,27.522500,30.29,77.4,0.000000000006
3,Boost,26,59.375,35.545000,23.83,77.4,0.000000000006
3,Boost,19,70.3125,45.702500,24.61,77.4,0.000000000006
3,Boost,33,48.4375,26.347500,22.09,77.4,0.000000000006
3,Boost,33,48.4375,26.347500,22.09,77.4,0.000000000006
3,Boost,24,62.5,36.300000,26.2,77.4,0.000000000006
3,Boost,22,65.625,41.065000,24.56,77.4,0.000000000006
3,Boost,21,67.1875,37.927500,29.26,75.1,0.000000000006
3,Boost,22,65.625,34.495000,31.13,77.4,0.000000000006
3,Boost,27,57.8125,30.072500,27.74,77.4,0.000000000006
3,Boost,31,51.5625,24.812500,26.75,77.4,0.000000000006
3,Boost,27,57.8125,26.682500,31.13,77.4,0.000000000006
3,Boost,27,57.8125,26.682500,31.13,77.4,0.000000000006
3,Boost,29,54.6875,27.117500,27.57,77.4,0.000000000006
3,Boost,27,57.8125,31.722500,26.09,77.4,0.000000000006
3,Boost,27,57.8125,31.722500,26.09,77.4,0.000000000006
